player_id,player_name,player_firstName,player_lastName,player_birthDate,player_birthCity,player_birthCity_Lat,player_birthCity_Long,player_birthCountry,player_birthStateProvince,player_nationality,player_height,player_weight,player_shootsCatches,player_primaryPositionCode
8448703,Steve Larmer,Steve,Larmer,1961-06-16,Peterborough,44.3,-78.3167,CAN,ON,CAN,"5' 11""",195,L,R
8448719,Stephan Lebeau,Stephan,Lebeau,1968-02-28,Saint-Jerome,45.7833,-74.0,CAN,QC,CAN,"5' 10""",173,R,C
8448754,Gary Leeman,Gary,Leeman,1964-02-19,Toronto,43.7417,-79.3733,CAN,ON,CAN,"5' 11""",190,R,R
8448769,Brian Leetch,Brian,Leetch,1968-03-03,Corpus Christi,27.726,-97.3755,USA,TX,USA,"6' 0""",190,L,D
8448770,Sylvain Lefebvre,Sylvain,Lefebvre,1967-10-14,Richmond,37.5295,-77.4756,CAN,QC,CAN,"6' 2""",204,L,D
8448771,Jamie Leach,Jamie,Leach,1969-08-25,Philadelphia,40.0077,-75.1339,USA,PA,USA,"6' 1""",205,R,R
8448772,Claude Lemieux,Claude,Lemieux,1965-07-16,Buckingham,51.995,-0.986,CAN,QC,CAN,"6' 1""",215,R,R
8448782,Mario Lemieux,Mario,Lemieux,1965-10-05,Montréal,45.5089,-73.5617,CAN,QC,CAN,"6' 4""",230,R,C
8448797,Curtis Leschyshyn,Curtis,Leschyshyn,1969-09-21,Thompson,41.6474,-74.6745,CAN,MB,CAN,"6' 1""",207,L,D
8448839,Doug Lidster,Doug,Lidster,1960-10-18,Kamloops,50.6761,-120.341,CAN,BC,CAN,"6' 1""",200,R,D
8448841,Troy Loney,Troy,Loney,1963-09-21,Bow Island,,,CAN,AB,CAN,"6' 3""",209,L,L
8448845,Craig Ludwig,Craig,Ludwig,1961-03-15,Rhinelander,45.6361,-89.4256,USA,WI,USA,"6' 3""",220,L,D
8448884,Kevin Lowe,Kevin,Lowe,1959-04-15,Lachute,45.65,-74.3333,CAN,QC,CAN,"6' 2""",200,L,D
8449009,Jamie Macoun,Jamie,Macoun,1961-08-17,Newmarket,44.05,-79.4667,CAN,ON,CAN,"6' 1""",193,L,D
8449020,Craig MacTavish,Craig,MacTavish,1958-08-15,London,51.5072,-0.1275,CAN,ON,CAN,"6' 1""",200,L,C
8449295,Stephane Matteau,Stephane,Matteau,1969-09-02,Rouyn,48.2333,-79.0167,CAN,QC,CAN,"6' 4""",220,L,L
8449450,Randy McKay,Randy,McKay,1967-01-25,Montréal,45.5089,-73.5617,CAN,QC,CAN,"6' 2""",210,R,R
8449477,Jim McKenzie,Jim,McKenzie,1969-11-03,Gull Lake,,,CAN,SK,CAN,"6' 4""",230,L,L
8449499,John MacLean,John,MacLean,1964-11-20,Oshawa,43.9,-78.85,CAN,ON,CAN,"6' 0""",200,R,R
8449573,Mark Messier,Mark,Messier,1961-01-18,Edmonton,53.5344,-113.49,CAN,AB,CAN,"6' 2""",211,L,C
8449583,David Michayluk,David,Michayluk,1962-05-18,Wakaw,,,CAN,SK,CAN,"5' 10""",189,L,L
8449606,Corey Millen,Corey,Millen,1964-03-30,Cloquet,46.7221,-92.4923,USA,MN,USA,"5' 7""",170,R,C
8449645,Mike Modano,Mike,Modano,1970-06-07,Livonia,42.3972,-83.3733,USA,MI,USA,"6' 3""",212,L,C
8449654,Alexander Mogilny,Alexander,Mogilny,1969-02-18,Khabarovsk,48.4833,135.067,RUS,,RUS,"6' 0""",210,L,R
8449740,Kirk Muller,Kirk,Muller,1966-02-08,Kingston,17.9714,-76.7931,CAN,ON,CAN,"6' 0""",205,L,L
8449743,Joe Mullen,Joe,Mullen,1957-02-26,New York City,,,USA,NY,USA,"5' 9""",180,R,R
8449745,Larry Murphy,Larry,Murphy,1961-03-08,Scarborough,54.2773,-0.4017,CAN,ON,CAN,"6' 1""",215,R,D
8449773,Troy Murray,Troy,Murray,1962-07-31,Calgary,51.05,-114.067,CAN,AB,CAN,"6' 1""",195,R,C
8449893,Joe Nieuwendyk,Joe,Nieuwendyk,1966-09-10,Oshawa,43.9,-78.85,CAN,ON,CAN,"6' 2""",209,L,C
8449894,Brian Noonan,Brian,Noonan,1965-05-29,Boston,42.3188,-71.0846,USA,MA,USA,"6' 1""",200,R,R
8449895,Owen Nolan,Owen,Nolan,1972-02-12,Belfast,54.5964,-5.93,GBR,,CAN,"6' 1""",214,R,R
8449957,Lyle Odelein,Lyle,Odelein,1968-07-21,Quill Lake,,,CAN,SK,CAN,"6' 0""",212,L,D
8449971,Fredrik Olausson,Fredrik,Olausson,1966-10-05,Dadesjo,,,SWE,,SWE,"6' 0""",198,R,D
8449973,Eddie Olczyk,Eddie,Olczyk,1966-08-16,Chicago,41.8373,-87.6862,USA,IL,USA,"6' 1""",207,L,R
8450089,Jim Paek,Jim,Paek,1967-04-07,Seoul,37.5833,127.0,KOR,,KOR,"6' 1""",200,L,D
8450223,James Patrick,James,Patrick,1963-06-14,Winnipeg,49.8844,-97.1464,CAN,MB,CAN,"6' 2""",198,R,D
8450293,Mike Peluso,Mike,Peluso,1965-11-08,Pengilly,,,USA,MN,USA,"6' 4""",225,L,L
8450390,Frank Pietrangelo,Frank,Pietrangelo,1964-12-17,Niagara Falls,43.06,-79.1067,CAN,ON,CAN,"5' 10""",185,L,G
8450560,Ken Priestlay,Ken,Priestlay,1967-08-24,Richmond,37.5295,-77.4756,CAN,BC,CAN,"5' 10""",190,L,C
8450642,Rob Ramage,Rob,Ramage,1959-01-11,Byron,42.1224,-89.2665,CAN,ON,CAN,"6' 2""",200,R,D
8450645,Mike Ramsey,Mike,Ramsey,1960-12-03,Minneapolis,44.9635,-93.2678,USA,MN,USA,"6' 3""",195,L,D
8450657,Andre Racicot,Andre,Racicot,1969-06-09,Rouyn-Noranda,48.2333,-79.0167,CAN,QC,CAN,"5' 11""",165,L,G
8450725,Mark Recchi,Mark,Recchi,1968-02-01,Kamloops,50.6761,-120.341,CAN,BC,CAN,"5' 10""",195,L,R
8450773,Dave Reid,Dave,Reid,1964-05-15,Toronto,43.7417,-79.3733,CAN,ON,CAN,"6' 1""",217,L,L
8450817,Mike Ricci,Mike,Ricci,1971-10-27,Scarborough,54.2773,-0.4017,CAN,ON,CAN,"6' 0""",200,L,C
8450825,Stephane Richer,Stephane,Richer,1966-06-07,Ripon,54.138,-1.524,CAN,QC,CAN,"6' 2""",218,R,R
8450833,Mike Richter,Mike,Richter,1966-09-22,Abington,40.1108,-75.1146,USA,PA,USA,"5' 10""",190,L,G
8450890,Mario Roberge,Mario,Roberge,1964-01-25,Quebec City,46.8139,-71.2081,CAN,QC,CAN,"5' 10""",200,L,L
8450905,Gordie Roberts,Gordie,Roberts,1957-10-02,Detroit,42.3834,-83.1024,USA,MI,USA,"6' 1""",195,L,D
8450941,Luc Robitaille,Luc,Robitaille,1966-02-17,Montréal,45.5089,-73.5617,CAN,QC,CAN,"6' 1""",215,L,L
8451022,Bob Rouse,Bob,Rouse,1964-06-18,Surrey,49.19,-122.849,CAN,BC,CAN,"6' 2""",220,R,D
8451033,Patrick Roy,Patrick,Roy,1965-10-05,Québec,46.8139,-71.2081,CAN,QC,CAN,"6' 2""",190,L,G
8451059,Darren Rumble,Darren,Rumble,1969-01-23,Barrie,44.3711,-79.6769,CAN,ON,CAN,"6' 1""",207,L,D
8451089,Warren Rychel,Warren,Rychel,1967-05-12,Tecumseh,42.2431,-82.9256,CAN,ON,CAN,"6' 0""",205,L,L
8451101,Joe Sakic,Joe,Sakic,1969-07-07,Burnaby,49.2667,-122.967,CAN,BC,CAN,"5' 11""",195,L,C
8451105,Kjell Samuelsson,Kjell,Samuelsson,1958-10-18,Tingsryd,,,SWE,,SWE,"6' 6""",235,R,D
8451107,Ulf Samuelsson,Ulf,Samuelsson,1964-03-26,Fagerstad,,,SWE,,SWE,"6' 1""",205,L,D
8451122,Tomas Sandstrom,Tomas,Sandstrom,1964-09-04,Jakobstad,63.6667,22.7,FIN,,SWE,"6' 2""",205,L,R
8451146,Denis Savard,Denis,Savard,1961-02-04,Pointe Gatineau,,,CAN,QC,CAN,"5' 10""",175,R,C
8451224,Mathieu Schneider,Mathieu,Schneider,1969-06-12,New York City,,,USA,NY,USA,"5' 11""",192,L,D
8451293,Brent Severyn,Brent,Severyn,1966-02-22,Vegreville,53.4928,-112.052,CAN,AB,CAN,"6' 2""",211,L,L
8451302,Brendan Shanahan,Brendan,Shanahan,1969-01-23,Mimico,,,CAN,ON,CAN,"6' 3""",220,R,L
8451427,Brian Skrudland,Brian,Skrudland,1963-07-31,Peace River,56.2339,-117.29,CAN,AB,CAN,"6' 0""",195,L,C
8451657,Paul Stanton,Paul,Stanton,1967-06-22,Boston,42.3188,-71.0846,USA,MA,USA,"6' 1""",200,R,D
8451711,Kevin Stevens,Kevin,Stevens,1965-04-15,Brockton,42.0821,-71.0242,USA,MA,USA,"6' 3""",231,L,L
8451715,Scott Stevens,Scott,Stevens,1964-04-01,Kitchener,43.4186,-80.4728,CAN,ON,CAN,"6' 2""",215,L,D
8451805,Ken Sutton,Ken,Sutton,1969-11-05,Edmonton,53.5344,-113.49,CAN,AB,CAN,"6' 1""",205,L,D
8451836,Peter Taglianetti,Peter,Taglianetti,1963-08-15,Framingham,42.3085,-71.4368,USA,MA,USA,"6' 2""",195,L,D
8451860,Chris Terreri,Chris,Terreri,1964-11-15,Providence,41.823,-71.4187,USA,RI,USA,"5' 9""",170,L,G
8451905,Esa Tikkanen,Esa,Tikkanen,1965-01-25,Helsinki,60.1756,24.9342,FIN,,FIN,"6' 1""",200,L,L
8451925,Rick Tocchet,Rick,Tocchet,1964-04-09,Scarborough,54.2773,-0.4017,CAN,ON,CAN,"6' 0""",210,R,R
8451965,Bryan Trottier,Bryan,Trottier,1956-07-17,Val Marie,,,CAN,SK,CAN,"5' 11""",195,L,C
8451994,Darren Turcotte,Darren,Turcotte,1968-03-02,Boston,42.3188,-71.0846,USA,MA,USA,"6' 0""",190,L,C
8452216,Pat Verbeek,Pat,Verbeek,1964-05-24,Sarnia,42.9994,-82.3089,CAN,ON,CAN,"5' 9""",190,R,R
8452217,Mike Vernon,Mike,Vernon,1963-02-24,Calgary,51.05,-114.067,CAN,AB,CAN,"5' 9""",175,L,G
8452366,Jay Wells,Jay,Wells,1959-05-18,Paris,48.8566,2.3522,CAN,ON,CAN,"6' 1""",210,L,D
8452371,Glen Wesley,Glen,Wesley,1968-10-02,Red Deer,52.2681,-113.811,CAN,AB,CAN,"6' 1""",207,L,D
8452516,Craig Wolanin,Craig,Wolanin,1967-07-27,Grosse Pointe,42.4366,-82.8987,USA,MI,USA,"6' 4""",215,L,D
8452535,Ken Wregget,Ken,Wregget,1964-03-25,Brandon,27.9367,-82.3,CAN,MB,CAN,"6' 1""",201,L,G
8452569,Scott Young,Scott,Young,1967-10-01,Clinton,38.7499,-76.9063,USA,MA,USA,"6' 1""",200,R,R
8452576,Wendell Young,Wendell,Young,1963-08-01,Halifax,44.6475,-63.5906,CAN,NS,CAN,"5' 9""",181,L,G
8452578,Steve Yzerman,Steve,Yzerman,1965-05-09,Cranbrook,49.5097,-115.767,CAN,BC,CAN,"5' 10""",187,R,C
8455429,Tony Amonte,Tony,Amonte,1970-08-02,Hingham,42.2176,-70.8854,USA,MA,USA,"6' 0""",202,L,R
8455441,Peter Andersson,Peter,Andersson,1965-08-29,Orebro,59.2669,15.1965,SWE,,SWE,"6' 0""",196,L,D
8455564,Jesse Belanger,Jesse,Belanger,1969-06-15,St-Georges De Beauce,,,CAN,QC,CAN,"6' 1""",190,R,C
8455653,Brad Bombardir,Brad,Bombardir,1972-05-05,Powell River,49.8353,-124.525,CAN,BC,CAN,"6' 1""",205,L,D
8455710,Martin Brodeur,Martin,Brodeur,1972-05-06,Montréal,45.5089,-73.5617,CAN,QC,CAN,"6' 2""",220,L,G
8455801,Patrik Carnback,Patrik,Carnback,1968-02-01,Gothenburg,57.6717,11.981,SWE,,SWE,"6' 0""",205,L,R
8455843,Eric Charron,Eric,Charron,1970-01-14,Verdun,,,CAN,QC,CAN,"6' 3""",215,L,D
8456024,Kevin Dean,Kevin,Dean,1969-04-01,Madison,43.0826,-89.3931,USA,WI,USA,"6' 3""",205,L,D
8456080,Paul Di Pietro,Paul,Di Pietro,1970-09-08,Sault Ste. Marie,46.5333,-84.35,CAN,ON,CHE,"5' 8""",179,R,C
8456100,Jim Dowd,Jim,Dowd,1968-12-25,Brick,40.06,-74.1099,USA,NJ,USA,"6' 0""",180,R,C
8456106,Dallas Drake,Dallas,Drake,1969-02-04,Trail,35.0698,-80.6457,CAN,BC,CAN,"6' 0""",186,L,R
8456182,David Emma,David,Emma,1969-01-14,Cranston,41.7658,-71.4857,USA,RI,USA,"5' 10""",187,L,C
8456283,Adam Foote,Adam,Foote,1971-07-10,Toronto,43.7417,-79.3733,CAN,ON,CAN,"6' 2""",220,R,D
8456430,Travis Green,Travis,Green,1970-12-20,Castlegar,49.3256,-117.666,CAN,BC,CAN,"6' 2""",200,R,C
8456464,Bill Guerin,Bill,Guerin,1970-11-09,Worcester,42.2705,-71.8079,USA,MA,USA,"6' 2""",220,R,R
8456496,Ben Hankinson,Ben,Hankinson,1969-05-01,Edina,24.4667,39.6,USA,MN,USA,"6' 2""",210,R,R
8456531,Derian Hatcher,Derian,Hatcher,1972-06-04,Sterling Heights,42.5809,-83.0305,USA,MI,USA,"6' 5""",235,L,D
8456547,Bret Hedican,Bret,Hedican,1970-08-10,St. Paul,44.9477,-93.104,USA,MN,USA,"6' 2""",210,L,D
8456595,Sean Hill,Sean,Hill,1970-02-14,Duluth,46.7756,-92.1392,USA,MN,USA,"6' 0""",204,R,D
8456597,Jim Hiller,Jim,Hiller,1969-05-13,Port Alberni,49.2339,-124.805,CAN,BC,CAN,"6' 0""",190,R,R
8456734,Greg Johnson,Greg,Johnson,1971-03-16,Thunder Bay,48.3822,-89.2461,CAN,ON,CAN,"5' 11""",200,L,C
8456770,Valeri Kamensky,Valeri,Kamensky,1966-04-18,Voskresensk,55.3167,38.6833,RUS,,RUS,"6' 2""",205,R,L
8456793,Alexander Karpovtsev,Alexander,Karpovtsev,1970-04-07,Moscow,55.7558,37.6178,RUS,,RUS,"6' 3""",221,L,D
8456848,Patric Kjellberg,Patric,Kjellberg,1969-06-17,Trelleborg,,,SWE,,SWE,"6' 3""",210,L,L
8456852,Jon Klemm,Jon,Klemm,1970-01-08,Cranbrook,49.5097,-115.767,CAN,BC,CAN,"6' 2""",205,R,D
8456870,Vladimir Konstantinov,Vladimir,Konstantinov,1967-03-19,Murmansk,68.9667,33.0833,RUS,,RUS,"6' 0""",195,R,D
8456882,Andrei Kovalenko,Andrei,Kovalenko,1970-06-07,Balakovo,52.039,47.7839,RUS,,RUS,"5' 10""",215,L,R
8456887,Vyacheslav Kozlov,Vyacheslav,Kozlov,1972-05-03,Voskresensk,55.3167,38.6833,RUS,,RUS,"5' 10""",190,L,L
8456932,Daniel Lacroix,Daniel,Lacroix,1969-03-11,Montréal,45.5089,-73.5617,CAN,QC,CAN,"6' 2""",205,L,C
8457063,Nicklas Lidstrom,Nicklas,Lidstrom,1970-04-28,Vasteras,59.6173,16.5422,SWE,,SWE,"6' 1""",192,L,D
8457186,Mark Major,Mark,Major,1970-03-20,Toronto,43.7417,-79.3733,CAN,ON,CAN,"6' 3""",223,L,L
8457191,Vladimir Malakhov,Vladimir,Malakhov,1968-08-30,Sverdlovskurg,,,RUS,,RUS,"6' 4""",230,L,D
8457261,Brad May,Brad,May,1971-11-29,Toronto,43.7417,-79.3733,CAN,ON,CAN,"6' 1""",213,L,L
8457264,Chris McAlpine,Chris,McAlpine,1971-12-01,Roseville,38.7703,-121.32,USA,MN,USA,"6' 1""",215,R,D
8457297,Shawn McEachern,Shawn,McEachern,1969-02-28,Waltham,51.59,,USA,MA,USA,"5' 11""",200,L,L
8457372,Joby Messier,Joby,Messier,1970-03-02,Regina,50.4547,-104.607,CAN,SK,CAN,"6' 1""",207,R,D
8457384,Aaron Miller,Aaron,Miller,1971-08-11,Buffalo,42.9016,-78.8487,USA,NY,USA,"6' 3""",210,R,D
8457403,Jaroslav Modry,Jaroslav,Modry,1971-02-27,eské Budjovice,,,CZE,,CZE,"6' 2""",220,L,D
8457421,Ian Moran,Ian,Moran,1972-08-24,Cleveland,41.4767,-81.6804,USA,OH,USA,"5' 11""",197,R,D
8457451,Glenn Mulvenna,Glenn,Mulvenna,1967-02-18,Calgary,51.05,-114.067,CAN,AB,GBR,"5' 11""",187,L,C
8457481,Michael Needham,Michael,Needham,1970-04-04,Calgary,51.05,-114.067,CAN,AB,CAN,"5' 10""",185,R,R
8457490,Todd Nelson,Todd,Nelson,1969-05-15,Prince Albert,53.2,-105.75,CAN,SK,CAN,"6' 0""",201,L,D
8457491,Sergei Nemchinov,Sergei,Nemchinov,1964-01-14,Moscow,55.7558,37.6178,RUS,,RUS,"6' 1""",205,L,L
8457686,Derek Plante,Derek,Plante,1971-01-17,Cloquet,46.7221,-92.4923,USA,MN,USA,"5' 11""",181,L,C
8457704,Shjon Podein,Shjon,Podein,1968-03-05,Rochester,43.168,-77.6162,USA,MN,USA,"6' 2""",200,L,L
