player_id,player_name,player_firstName,player_lastName,player_birthDate,player_birthCity,player_birthCountry,player_birthStateProvince,player_nationality,player_height,player_weight,player_shootsCatches,player_primaryPositionCode
8481167,Brayden Pachal,Brayden,Pachal,1999-08-23,Estevan,CAN,SK,CAN,"6' 2""",203,R,D
8481186,Logan O'Connor,Logan,O'Connor,1996-08-14,Missouri City,USA,TX,USA,"6' 0""",175,R,R
8481477,Nico Sturm,Nico,Sturm,1995-05-03,Augsburg,DEU,N/A,DEU,"6' 3""",209,L,C
8481524,Bowen Byram,Bowen,Byram,2001-06-13,Cranbrook,CAN,BC,CAN,"6' 1""",190,L,D
8481527,Kaedan Korczak,Kaedan,Korczak,2001-01-29,Yorkton,CAN,SK,CAN,"6' 3""",202,R,D
8481604,Pavel Dorofeyev,Pavel,Dorofeyev,2000-10-26,Nizhny Tagil,RUS,N/A,RUS,"6' 1""",194,L,L
8481618,Alex Newhook,Alex,Newhook,2001-01-28,St. John's,CAN,NL,CAN,"5' 10""",190,L,C
8482111,Justin Barron,Justin,Barron,2001-11-15,Halifax,CAN,NS,CAN,"6' 2""",201,R,D
8482624,Daniil Miromanov,Daniil,Miromanov,1997-07-11,Moscow,RUS,N/A,RUS,"6' 4""",200,R,D
8483570,Ben Meyers,Ben,Meyers,1998-11-15,Delano,USA,MN,USA,"5' 11""",194,L,C
